text,iso,dimensionality,form,motion_type,motion_class,motion_sense,semantic_type,motion_signal_type
second,O,,,,,,,
night,NONMOTION_EVENT,,,,,,,
out,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
of,O,,,,,,,
Copala,PLACE,,NAM,,,,,
",",O,,,,,,,
while,O,,,,,,,
camping,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
forest,PLACE,,NOM,,,,,
at,O,,,,,,,
below,O,,,,,,,
freezing,O,,,,,,,
temperatures,O,,,,,,,
",",O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
awoke,O,,,,,,,
to,O,,,,,,,
find,O,,,,,,,
a,O,,,,,,,
forest,O,,,,,,,
fire,SPATIAL_ENTITY,,NOM,,,,,
(,O,,,,,,,
slowly,O,,,,,,,
),O,,,,,,,
approaching,MOTION,,,PATH,REACH,LITERAL,,
my,O,,,,,,,
tent,PLACE,,NOM,,,,,
.,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
decided,O,,,,,,,
to,O,,,,,,,
move,MOTION,,,PATH,MOVE,LITERAL,,
camp,SPATIAL_ENTITY,,NOM,,,,,
.,O,,,,,,,
The,O,,,,,,,
third,O,,,,,,,
night,O,,,,,,,
out,O,,,,,,,
",",O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
stayed,NONMOTION_EVENT,,,,,,,
with,O,,,,,,,
the,O,,,,,,,
family,SPATIAL_ENTITY,,NOM,,,,,
of,O,,,,,,,
the,O,,,,,,,
doctor,O,,,,,,,
’s,O,,,,,,,
mother,O,,,,,,,
-,O,,,,,,,
in,O,,,,,,,
-,O,,,,,,,
law,O,,,,,,,
",",O,,,,,,,
who,O,,,,,,,
lived,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
village,PLACE,,NOM,,,,,
of,O,,,,,,,
Llano,PLACE,,NAM,,,,,
Grande,PLACE,,NAM,,,,,
Grande,O,,,,,,,
high,O,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
mountains,PLACE,,NOM,,,,,
.,O,,,,,,,
All,O,,,,,,,
employment,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
village,PLACE,,NOM,,,,,
is,O,,,,,,,
based,O,,,,,,,
on,O,,,,,,,
harvesting,O,,,,,,,
wood,O,,,,,,,
from,O,,,,,,,
the,O,,,,,,,
forests,O,,,,,,,
.,O,,,,,,,
About,O,,,,,,,
eight,O,,,,,,,
members,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
extended,O,,,,,,,
family,O,,,,,,,
shared,O,,,,,,,
a,O,,,,,,,
lot,O,,,,,,,
.,O,,,,,,,
Dinner,O,,,,,,,
was,O,,,,,,,
cooked,O,,,,,,,
on,O,,,,,,,
a,O,,,,,,,
wood,O,,,,,,,
stove,O,,,,,,,
",",O,,,,,,,
and,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
turned,O,,,,,,,
on,O,,,,,,,
and,O,,,,,,,
off,O,,,,,,,
the,O,,,,,,,
light,SPATIAL_ENTITY,,NOM,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
extra,O,,,,,,,
room,PLACE,,NOM,,,,,
they,O,,,,,,,
had,O,,,,,,,
by,O,,,,,,,
unscrewing,MOTION,,,COMPOUND,DETACH,LITERAL,,
the,O,,,,,,,
bulb,SPATIAL_ENTITY,,NOM,,,,,
from,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
socket,SPATIAL_ENTITY,,NOM,,,,,
.,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
was,O,,,,,,,
the,O,,,,,,,
first,O,,,,,,,
or,O,,,,,,,
second,O,,,,,,,
gringo,O,,,,,,,
that,O,,,,,,,
anyone,O,,,,,,,
in,O,,,,,,,
the,O,,,,,,,
family,O,,,,,,,
had,O,,,,,,,
ever,O,,,,,,,
talked,O,,,,,,,
to,O,,,,,,,
.,O,,,,,,,
(,O,,,,,,,
When,O,,,,,,,
asked,O,,,,,,,
",",O,,,,,,,
they,O,,,,,,,
said,O,,,,,,,
not,O,,,,,,,
to,O,,,,,,,
put,O,,,,,,,
their,O,,,,,,,
photos,O,,,,,,,
on,O,,,,,,,
the,O,,,,,,,
internet,O,,,,,,,
for,O,,,,,,,
the,O,,,,,,,
world,O,,,,,,,
to,O,,,,,,,
see,O,,,,,,,
),O,,,,,,,
.,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
am,O,,,,,,,
now,O,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
city,PLACE,,NOM,,,,,
of,O,,,,,,,
Durango,PLACE,,NAM,,,,,
",",O,,,,,,,
staying,NONMOTION_EVENT,,,,,,,
for,O,,,,,,,
free,O,,,,,,,
at,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
a,O,,,,,,,
hotel,PLACE,,NOM,,,,,
because,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
have,O,,,,,,,
befriended,O,,,,,,,
a,O,,,,,,,
man,O,,,,,,,
who,O,,,,,,,
runs,O,,,,,,,
an,O,,,,,,,
excellent,O,,,,,,,
bicycle,O,,,,,,,
touring,O,,,,,,,
company,O,,,,,,,
and,O,,,,,,,
has,O,,,,,,,
connections,O,,,,,,,
to,O,,,,,,,
the,O,,,,,,,
tourism,O,,,,,,,
industry,O,,,,,,,
.,O,,,,,,,
If,O,,,,,,,
you,O,,,,,,,
want,O,,,,,,,
to,O,,,,,,,
do,O,,,,,,,
an,O,,,,,,,
economic,O,,,,,,,
supported,O,,,,,,,
bicycle,O,,,,,,,
tour,NONMOTION_EVENT,,,,,,,
near,MEASURE,,,,,,,
Durango,PLACE,,NAM,,,,,
",",O,,,,,,,
check,O,,,,,,,
out,O,,,,,,,
their,O,,,,,,,
website,O,,,,,,,
!,O,,,,,,,
Durango,PLACE,,NAM,,,,,
",",O,,,,,,,
with,O,,,,,,,
a,O,,,,,,,
scenic,O,,,,,,,
colonial,O,,,,,,,
downtown,PLACE,,NOM,,,,,
",",O,,,,,,,
sits,NONMOTION_EVENT,,,,,,,
at,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
about,MEASURE,,,,,,,
"6,000",MEASURE,,,,,,,
ft,MEASURE,,,,,,,
"6,000",O,,,,,,,
ft,O,,,,,,,
and,O,,,,,,,
is,O,,,,,,,
filled,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
with,O,,,,,,,
about,O,,,,,,,
half,O,,,,,,,
a,O,,,,,,,
million,O,,,,,,,
people,SPATIAL_ENTITY,,NOM,,,,,
.,O,,,,,,,
Melting,O,,,,,,,
Glaciers,O,,,,,,,
and,O,,,,,,,
a,O,,,,,,,
Climb,O,,,,,,,
of,O,,,,,,,
Vallunaraju,O,,,,,,,
Monday,O,,,,,,,
",",O,,,,,,,
October,O,,,,,,,
2nd,O,,,,,,,
",",O,,,,,,,
2006,O,,,,,,,
The,O,,,,,,,
city,PLACE,,NOM,,,,,
of,O,,,,,,,
Huaraz,PLACE,,NAM,,,,,
sits,NONMOTION_EVENT,,,,,,,
directly,SPATIAL_SIGNAL,,,,,,DIR_TOP,
beneath,SPATIAL_SIGNAL,,,,,,DIR_TOP,
beneath,O,,,,,,,
the,O,,,,,,,
Cordillera,PATH,,NAM,,,,,
Blanca,PATH,,NAM,,,,,
Blanca,O,,,,,,,
",",O,,,,,,,
a,O,,,,,,,
massive,O,,,,,,,
mountain,O,,,,,,,
range,PATH,,NOM,,,,,
that,O,,,,,,,
rises,MOTION,,,PATH,REACH,FICTIVE,,
over,MEASURE,,,,,,,
"22,000",MEASURE,,,,,,,
ft,MEASURE,,,,,,,
,MEASURE,,,,,,,
"22,000",O,,,,,,,
ft,O,,,,,,,
and,O,,,,,,,
has,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
worldâ€,O,,,,,,,
™,O,,,,,,,
s,O,,,,,,,
largest,O,,,,,,,
number,O,,,,,,,
of,O,,,,,,,
tropical,O,,,,,,,
glaciers,PATH,,NOM,,,,,
.,O,,,,,,,
All,O,,,,,,,
of,O,,,,,,,
these,O,,,,,,,
glaciers,PATH,,NOM,,,,,
",",O,,,,,,,
however,O,,,,,,,
",",O,,,,,,,
are,O,,,,,,,
melting,MOTION,,,MANNER,MOVE,INTRINSIC_CHANGE,,
rapidly,O,,,,,,,
â€,O,,,,,,,
“,O,,,,,,,
some,O,,,,,,,
studies,O,,,,,,,
estimate,O,,,,,,,
that,O,,,,,,,
over,O,,,,,,,
half,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
existing,O,,,,,,,
glaciers,PATH,,NOM,,,,,
will,O,,,,,,,
melt,MOTION,,,MANNER,MOVE,INTRINSIC_CHANGE,,
in,O,,,,,,,
the,O,,,,,,,
next,O,,,,,,,
20,O,,,,,,,
years,O,,,,,,,
and,O,,,,,,,
",",O,,,,,,,
within,O,,,,,,,
the,O,,,,,,,
next,O,,,,,,,
50,O,,,,,,,
years,O,,,,,,,
almost,O,,,,,,,
the,O,,,,,,,
ice,O,,,,,,,
could,O,,,,,,,
be,O,,,,,,,
gone,O,,,,,,,
.,O,,,,,,,
In,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Huaraz,PLACE,,NAM,,,,,
",",O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
met,MOTION,,,PATH,HIT,LITERAL,,
researchers,SPATIAL_ENTITY,,NOM,,,,,
at,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
INRENA,PLACE,,NAM,,,,,
(,O,,,,,,,
Instituto,PLACE,,NAM,,,,,
Nacional,PLACE,,NAM,,,,,
de,PLACE,,NAM,,,,,
Recursos,PLACE,,NAM,,,,,
Naturals,PLACE,,NAM,,,,,
Nacional,O,,,,,,,
de,O,,,,,,,
Recursos,O,,,,,,,
Naturals,O,,,,,,,
),O,,,,,,,
",",O,,,,,,,
who,O,,,,,,,
monitor,O,,,,,,,
the,O,,,,,,,
glaciers,O,,,,,,,
.,O,,,,,,,
”,O,,,,,,,
Everywhere,O,,,,,,,
you,O,,,,,,,
look,O,,,,,,,
”,O,,,,,,,
they,O,,,,,,,
told,O,,,,,,,
me,SPATIAL_ENTITY,,NOM,,,,,
",",O,,,,,,,
”,O,,,,,,,
you,O,,,,,,,
can,O,,,,,,,
see,O,,,,,,,
exposed,O,,,,,,,
rock,SPATIAL_ENTITY,,NOM,,,,,
beneath,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
the,O,,,,,,,
glaciers,PATH,,NOM,,,,,
or,O,,,,,,,
glacial,O,,,,,,,
lakes,PLACE,,NOM,,,,,
.,O,,,,,,,
That,SPATIAL_ENTITY,,NOM,,,,,
is,O,,,,,,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
glaciers,PATH,,NOM,,,,,
reached,MOTION,,,PATH,REACH,FICTIVE,,
less,O,,,,,,,
than,O,,,,,,,
a,O,,,,,,,
century,O,,,,,,,
ago,O,,,,,,,
.,O,,,,,,,
”,O,,,,,,,
In,O,,,,,,,
a,O,,,,,,,
few,O,,,,,,,
days,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
mountains,PLACE,,NOM,,,,,
",",O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
took,O,,,,,,,
the,O,,,,,,,
photos,O,,,,,,,
below,O,,,,,,,
of,O,,,,,,,
various,O,,,,,,,
glaciers,O,,,,,,,
â€,O,,,,,,,
“,O,,,,,,,
in,O,,,,,,,
every,O,,,,,,,
case,O,,,,,,,
you,O,,,,,,,
can,O,,,,,,,
see,O,,,,,,,
the,O,,,,,,,
glaciers,PATH,,NOM,,,,,
used,O,,,,,,,
to,O,,,,,,,
reach,MOTION,,,PATH,REACH,FICTIVE,,
far,MEASURE,,,,,,,
below,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
.,O,,,,,,,
According,O,,,,,,,
to,O,,,,,,,
one,O,,,,,,,
local,O,,,,,,,
",",O,,,,,,,
the,O,,,,,,,
glacier,PATH,,NOM,,,,,
shown,O,,,,,,,
on,O,,,,,,,
the,O,,,,,,,
right,O,,,,,,,
used,O,,,,,,,
to,O,,,,,,,
reach,MOTION,,,PATH,REACH,FICTIVE,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
I,SPATIAL_ENTITY,,NOM,,,,,
am,O,,,,,,,
sitting,NONMOTION_EVENT,,,,,,,
to,O,,,,,,,
take,O,,,,,,,
the,O,,,,,,,
picture,O,,,,,,,
.,O,,,,,,,
There,O,,,,,,,
are,O,,,,,,,
few,O,,,,,,,
things,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
enjoy,O,,,,,,,
more,O,,,,,,,
than,O,,,,,,,
a,O,,,,,,,
view,O,,,,,,,
across,O,,,,,,,
high,O,,,,,,,
mountaintops,O,,,,,,,
",",O,,,,,,,
and,O,,,,,,,
",",O,,,,,,,
after,O,,,,,,,
a,O,,,,,,,
mountaineering,O,,,,,,,
guide,O,,,,,,,
convinced,O,,,,,,,
to,O,,,,,,,
front,O,,,,,,,
the,O,,,,,,,
money,O,,,,,,,
",",O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
was,O,,,,,,,
soon,O,,,,,,,
following,MOTION,,,PATH,LEAVE,LITERAL,,
the,O,,,,,,,
guide,SPATIAL_ENTITY,,NOM,,,,,
out,MOTION_SIGNAL,,,,,,,PATH
of,O,,,,,,,
Huaraz,PLACE,,NAM,,,,,
to,O,,,,,,,
attempt,O,,,,,,,
a,O,,,,,,,
climb,MOTION,,,COMPOUND,MOVE,LITERAL,,
of,O,,,,,,,
Vallunaraju,PLACE,,NAM,,,,,
.,O,,,,,,,
We,SPATIAL_ENTITY,,NOM,,,,,
would,O,,,,,,,
climb,MOTION,,,COMPOUND,REACH,LITERAL,,
the,O,,,,,,,
nearly,MEASURE,,,,,,,
"19,000",MEASURE,,,,,,,
ft,MEASURE,,,,,,,
"19,000",O,,,,,,,
ft,O,,,,,,,
peak,PLACE,,NOM,,,,,
in,O,,,,,,,
just,O,,,,,,,
one,O,,,,,,,
morning,O,,,,,,,
",",O,,,,,,,
leaving,MOTION,,,PATH,LEAVE,LITERAL,,
our,O,,,,,,,
"14,000",MEASURE,,,,,,,
ft,MEASURE,,,,,,,
ft,O,,,,,,,
base,O,,,,,,,
camp,PLACE,,NOM,,,,,
at,O,,,,,,,
midnight,O,,,,,,,
",",O,,,,,,,
hiking,MOTION,,,COMPOUND,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
base,PLACE,,NOM,,,,,
of,SPATIAL_SIGNAL,,,,,,DIR_TOP,
the,O,,,,,,,
glacier,PATH,,NOM,,,,,
at,O,,,,,,,
"16,000",MEASURE,,,,,,,
ft,MEASURE,,,,,,,
ft,O,,,,,,,
",",O,,,,,,,
and,O,,,,,,,
then,O,,,,,,,
using,O,,,,,,,
rope,MOTION_SIGNAL,,,,,,,MANNER
and,O,,,,,,,
crampons,MOTION_SIGNAL,,,,,,,MANNER
to,O,,,,,,,
reach,MOTION,,,COMPOUND,REACH,LITERAL,,
the,O,,,,,,,
summit,PLACE,,NOM,,,,,
.,O,,,,,,,
The,O,,,,,,,
morning,O,,,,,,,
we,SPATIAL_ENTITY,,NOM,,,,,
choose,O,,,,,,,
was,O,,,,,,,
perfect,O,,,,,,,
â€,O,,,,,,,
“,O,,,,,,,
not,O,,,,,,,
a,O,,,,,,,
cloud,SPATIAL_ENTITY,,NOM,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
sky,PLACE,,NOM,,,,,
",",O,,,,,,,
and,O,,,,,,,
",",O,,,,,,,
after,O,,,,,,,
hiking,MOTION,,,MANNER,MOVE,LITERAL,,
beneath,O,,,,,,,
the,O,,,,,,,
stars,O,,,,,,,
for,O,,,,,,,
hours,O,,,,,,,
",",O,,,,,,,
we,SPATIAL_ENTITY,,NOM,,,,,
watched,O,,,,,,,
the,O,,,,,,,
sunrise,NONMOTION_EVENT,,,,,,,
over,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
the,O,,,,,,,
glaciated,O,,,,,,,
peaks,PLACE,,NOM,,,,,
.,O,,,,,,,
Climbing,MOTION,,,MANNER,MOVE,LITERAL,,
further,O,,,,,,,
",",O,,,,,,,
we,SPATIAL_ENTITY,,NOM,,,,,
neared,MOTION,,,PATH,HIT,LITERAL,,
the,O,,,,,,,
top,PLACE,,NOM,,,,,
just,O,,,,,,,
before,O,,,,,,,
8AM,O,,,,,,,
.,O,,,,,,,
Ten,MEASURE,,,,,,,
meters,MEASURE,,,,,,,
meters,O,,,,,,,
from,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
summit,PLACE,,NOM,,,,,
",",O,,,,,,,
however,O,,,,,,,
",",O,,,,,,,
we,SPATIAL_ENTITY,,NOM,,,,,
encountered,MOTION,,,PATH,HIT,LITERAL,,
an,O,,,,,,,
ice,O,,,,,,,
wall,PATH,,NOM,,,,,
that,O,,,,,,,
would,O,,,,,,,
have,O,,,,,,,
required,O,,,,,,,
steep,O,,,,,,,
climbing,MOTION,,,COMPOUND,FOLLOW,LITERAL,,
with,O,,,,,,,
rock,O,,,,,,,
cliffs,PATH,,NOM,,,,,
below,SPATIAL_SIGNAL,,,,,,DIR_TOP,
.,O,,,,,,,
Although,O,,,,,,,
my,O,,,,,,,
guide,SPATIAL_ENTITY,,NOM,,,,,
was,O,,,,,,,
ready,O,,,,,,,
to,O,,,,,,,
lead,O,,,,,,,
",",O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
decided,O,,,,,,,
that,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
did,O,,,,,,,
not,O,,,,,,,
need,O,,,,,,,
to,O,,,,,,,
climb,MOTION,,,COMPOUND,REACH,LITERAL,,
higher,MOTION_SIGNAL,,,,,,,PATH
",",O,,,,,,,
as,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
was,O,,,,,,,
more,O,,,,,,,
than,O,,,,,,,
happy,O,,,,,,,
with,O,,,,,,,
the,O,,,,,,,
view,O,,,,,,,
that,O,,,,,,,
we,SPATIAL_ENTITY,,NOM,,,,,
had,O,,,,,,,
.,O,,,,,,,
Loosing,O,,,,,,,
these,O,,,,,,,
glaciers,O,,,,,,,
will,O,,,,,,,
cause,O,,,,,,,
major,O,,,,,,,
water,O,,,,,,,
problems,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Peru,PLACE,,NAM,,,,,
",",O,,,,,,,
something,O,,,,,,,
that,O,,,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
will,O,,,,,,,
talk,O,,,,,,,
about,O,,,,,,,
in,O,,,,,,,
my,O,,,,,,,
next,O,,,,,,,
post,O,,,,,,,
.,O,,,,,,,
It,O,,,,,,,
will,O,,,,,,,
also,O,,,,,,,
hurt,O,,,,,,,
the,O,,,,,,,
tourism,O,,,,,,,
industry,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Huaraz,PLACE,,NAM,,,,,
as,O,,,,,,,
people,SPATIAL_ENTITY,,NOM,,,,,
visit,MOTION,,,PATH,REACH,LITERAL,,
these,O,,,,,,,
mountains,PLACE,,NOM,,,,,
to,O,,,,,,,
see,O,,,,,,,
the,O,,,,,,,
snow,O,,,,,,,
capped,O,,,,,,,
peaks,PLACE,,NOM,,,,,
.,O,,,,,,,
To,O,,,,,,,
me,SPATIAL_ENTITY,,NOM,,,,,
personally,O,,,,,,,
",",O,,,,,,,
though,O,,,,,,,
",",O,,,,,,,
it,O,,,,,,,
is,O,,,,,,,
sad,O,,,,,,,
to,O,,,,,,,
look,O,,,,,,,
across,O,,,,,,,
these,O,,,,,,,
mountains,O,,,,,,,
and,O,,,,,,,
realize,O,,,,,,,
that,O,,,,,,,
in,O,,,,,,,
50,O,,,,,,,
years,O,,,,,,,
",",O,,,,,,,
this,O,,,,,,,
view,O,,,,,,,
will,O,,,,,,,
be,O,,,,,,,
gone,O,,,,,,,
.,O,,,,,,,
Monarchs,O,,,,,,,
",",O,,,,,,,
Deforestation,O,,,,,,,
",",O,,,,,,,
Poverty,O,,,,,,,
",",O,,,,,,,
and,O,,,,,,,
Climate,O,,,,,,,
Change,O,,,,,,,
Friday,O,,,,,,,
",",O,,,,,,,
February,O,,,,,,,
10th,O,,,,,,,
",",O,,,,,,,
2006,O,,,,,,,
The,O,,,,,,,
butterflies,SPATIAL_ENTITY,,NOM,,,,,
I,SPATIAL_ENTITY,,NOM,,,,,
visited,MOTION,,,COMPOUND,REACH,LITERAL,,
last,O,,,,,,,
week,O,,,,,,,
congregate,NONMOTION_EVENT,,,,,,,
in,O,,,,,,,
the,O,,,,,,,
millions,O,,,,,,,
at,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
tops,PLACE,,NOM,,,,,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
mountains,PLACE,,NOM,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
center,PLACE,,NOM,,,,,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Mexico,PLACE,,NAM,,,,,
.,O,,,,,,,
They,SPATIAL_ENTITY,,NOM,,,,,
choose,O,,,,,,,
these,O,,,,,,,
places,O,,,,,,,
because,O,,,,,,,
they,SPATIAL_ENTITY,,NOM,,,,,
have,O,,,,,,,
the,O,,,,,,,
perfect,O,,,,,,,
conditions,O,,,,,,,
for,O,,,,,,,
surviving,O,,,,,,,
the,O,,,,,,,
winter,O,,,,,,,
â€,O,,,,,,,
“,O,,,,,,,
conditions,O,,,,,,,
that,O,,,,,,,
are,O,,,,,,,
now,O,,,,,,,
threatened,O,,,,,,,
.,O,,,,,,,
The,O,,,,,,,
butterflies,SPATIAL_ENTITY,,NOM,,,,,
that,O,,,,,,,
are,O,,,,,,,
wintering,NONMOTION_EVENT,,,,,,,
here,PLACE,,NOM,,,,,
are,O,,,,,,,
mostly,O,,,,,,,
hibernating,O,,,,,,,
.,O,,,,,,,
While,O,,,,,,,
the,O,,,,,,,
skies,PLACE,,NOM,,,,,
were,O,,,,,,,
full,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
of,O,,,,,,,
butterflies,SPATIAL_ENTITY,,NOM,,,,,
",",O,,,,,,,
there,O,,,,,,,
were,O,,,,,,,
even,O,,,,,,,
more,SPATIAL_ENTITY,,NOM,,,,,
(,O,,,,,,,
believe,O,,,,,,,
it,O,,,,,,,
or,O,,,,,,,
not,O,,,,,,,
),O,,,,,,,
hanging,NONMOTION_EVENT,,,,,,,
motionless,O,,,,,,,
on,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
trees,SPATIAL_ENTITY,,NOM,,,,,
.,O,,,,,,,
What,O,,,,,,,
they,SPATIAL_ENTITY,,NOM,,,,,
need,O,,,,,,,
is,O,,,,,,,
a,O,,,,,,,
cool,O,,,,,,,
dry,O,,,,,,,
climate,O,,,,,,,
to,O,,,,,,,
survive,O,,,,,,,
these,O,,,,,,,
winter,O,,,,,,,
months,O,,,,,,,
",",O,,,,,,,
before,O,,,,,,,
returning,MOTION,,,PATH,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
northeastern,PLACE,,NAM,,,,,
North,PLACE,,NAM,,,,,
America,PLACE,,NAM,,,,,
North,O,,,,,,,
America,O,,,,,,,
in,O,,,,,,,
the,O,,,,,,,
spring,O,,,,,,,
.,O,,,,,,,
(,O,,,,,,,
Read,O,,,,,,,
more,O,,,,,,,
about,O,,,,,,,
their,O,,,,,,,
life,O,,,,,,,
cycle,O,,,,,,,
.,O,,,,,,,
),O,,,,,,,
According,O,,,,,,,
to,O,,,,,,,
a,O,,,,,,,
recent,O,,,,,,,
study,O,,,,,,,
(,O,,,,,,,
read,O,,,,,,,
a,O,,,,,,,
less,O,,,,,,,
technical,O,,,,,,,
summary,O,,,,,,,
here,O,,,,,,,
),O,,,,,,,
",",O,,,,,,,
it,O,,,,,,,
is,O,,,,,,,
likely,O,,,,,,,
that,O,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
this,O,,,,,,,
region,PLACE,,NOM,,,,,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Mexico,PLACE,,NAM,,,,,
",",O,,,,,,,
there,O,,,,,,,
will,O,,,,,,,
be,O,,,,,,,
more,O,,,,,,,
winter,O,,,,,,,
rain,NONMOTION_EVENT,,,,,,,
.,O,,,,,,,
Winter,O,,,,,,,
rain,O,,,,,,,
is,O,,,,,,,
currently,O,,,,,,,
extremely,O,,,,,,,
uncommon,O,,,,,,,
(,O,,,,,,,
like,O,,,,,,,
rain,NONMOTION_EVENT,,,,,,,
in,O,,,,,,,
the,O,,,,,,,
summer,O,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
California,PLACE,,NAM,,,,,
),O,,,,,,,
.,O,,,,,,,
It,O,,,,,,,
is,O,,,,,,,
cold,NONMOTION_EVENT,,,,,,,
at,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
"11,000",MEASURE,,,,,,,
feet,MEASURE,,,,,,,
feet,O,,,,,,,
",",O,,,,,,,
and,O,,,,,,,
moisture,O,,,,,,,
with,O,,,,,,,
freezing,O,,,,,,,
conditions,O,,,,,,,
kills,O,,,,,,,
the,O,,,,,,,
butterflies,O,,,,,,,
.,O,,,,,,,
In,O,,,,,,,
2002,O,,,,,,,
",",O,,,,,,,
a,O,,,,,,,
January,O,,,,,,,
storm,O,,,,,,,
killed,O,,,,,,,
over,O,,,,,,,
70,O,,,,,,,
%,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
butterflies,O,,,,,,,
",",O,,,,,,,
and,O,,,,,,,
conditions,O,,,,,,,
bad,O,,,,,,,
enough,O,,,,,,,
to,O,,,,,,,
destroy,O,,,,,,,
all,O,,,,,,,
butterfly,O,,,,,,,
habitats,O,,,,,,,
may,O,,,,,,,
be,O,,,,,,,
prevalent,O,,,,,,,
by,O,,,,,,,
2050,O,,,,,,,
.,O,,,,,,,
This,O,,,,,,,
study,O,,,,,,,
relies,O,,,,,,,
on,O,,,,,,,
predictions,O,,,,,,,
of,O,,,,,,,
future,O,,,,,,,
rainfall,O,,,,,,,
",",O,,,,,,,
which,O,,,,,,,
are,O,,,,,,,
not,O,,,,,,,
as,O,,,,,,,
reliable,O,,,,,,,
as,O,,,,,,,
predictions,O,,,,,,,
of,O,,,,,,,
future,O,,,,,,,
temperatures,O,,,,,,,
â€,O,,,,,,,
“,O,,,,,,,
the,O,,,,,,,
rain,O,,,,,,,
predictions,O,,,,,,,
may,O,,,,,,,
be,O,,,,,,,
wrong,O,,,,,,,
.,O,,,,,,,
If,O,,,,,,,
the,O,,,,,,,
butterflies,SPATIAL_ENTITY,,NOM,,,,,
have,O,,,,,,,
to,O,,,,,,,
move,MOTION,,,PATH,MOVE,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
a,O,,,,,,,
new,O,,,,,,,
